,Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Squad
438,Omar Marmoush,EGY,"FW,MF",25.0,16,14,1175,13.1,7.0,0.0,7.0,7.0,0.0,0.0,0.0,0.0,Manchester City
439,Stefan Ortega,GER,GK,31.0,13,12,1100,12.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Manchester City
440,Kyle Walker,ENG,DF,34.0,15,9,970,10.8,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,Manchester City
441,Nicolás González,ESP,MF,22.0,11,9,760,8.4,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,Manchester City
442,Nathan Aké,NED,DF,29.0,10,8,678,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Manchester City
443,Jack Grealish,ENG,"FW,MF",28.0,20,7,721,8.0,1.0,1.0,2.0,1.0,0.0,0.0,3.0,0.0,Manchester City
444,John Stones,ENG,"DF,MF",30.0,11,6,548,6.1,2.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,Manchester City
445,Nico O’Reilly,ENG,DF,19.0,9,6,528,5.9,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,Manchester City
446,Abdukodir Khusanov,UZB,DF,20.0,6,6,503,5.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Manchester City
447,James Mcatee,ENG,"MF,FW",21.0,15,3,349,3.9,3.0,0.0,3.0,3.0,0.0,0.0,1.0,0.0,Manchester City
448,Jahmai Simpson-Pusey,ENG,DF,18.0,2,1,96,1.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Manchester City
449,Rodri,ESP,MF,28.0,3,1,73,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Manchester City
450,Divin Mubama,ENG,FW,19.0,1,0,28,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Manchester City
451,Oscar Bobb,NOR,FW,21.0,3,0,16,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Manchester City
452,Claudio Echeverri,ARG,FW,18.0,1,0,6,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Manchester City
453,Vitor Reis,BRA,DF,18.0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Manchester City
454,Max Alleyne,ENG,DF,19.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Manchester City
455,Thorsten Brits,ENG,GK,17.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Manchester City
456,Scott Carson,ENG,GK,38.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Manchester City
457,Issa Kaboré,BFA,"DF,MF",23.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Manchester City
458,Josh Wilson-Esbrand,ENG,DF,21.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Manchester City
459,Jacob Wright,ENG,MF,18.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Manchester City
460,Bruno Fernandes,POR,MF,29.0,36,35,3018,33.5,8.0,10.0,18.0,5.0,3.0,3.0,5.0,2.0,Manchester Utd
461,André Onana,CMR,GK,28.0,34,34,3060,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Manchester Utd
462,Noussair Mazraoui,MAR,DF,26.0,37,34,2838,31.5,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,Manchester Utd
463,Diogo Dalot,POR,DF,25.0,33,31,2814,31.3,0.0,3.0,3.0,0.0,0.0,0.0,5.0,0.0,Manchester Utd
464,Matthijs de Ligt,NED,DF,24.0,29,25,2123,23.6,2.0,0.0,2.0,2.0,0.0,0.0,3.0,0.0,Manchester Utd
465,Alejandro Garnacho,ARG,"MF,FW",20.0,36,23,2199,24.4,6.0,2.0,8.0,6.0,0.0,0.0,3.0,0.0,Manchester Utd
466,Rasmus Højlund,DEN,FW,21.0,32,23,2004,22.3,4.0,0.0,4.0,4.0,0.0,0.0,2.0,0.0,Manchester Utd
467,Manuel Ugarte,URU,MF,23.0,29,22,1785,19.8,1.0,2.0,3.0,1.0,0.0,0.0,11.0,0.0,Manchester Utd
468,Amad Diallo,CIV,"MF,FW",22.0,26,20,1901,21.1,8.0,6.0,14.0,8.0,0.0,0.0,5.0,0.0,Manchester Utd
469,Lisandro Martínez,ARG,DF,26.0,20,20,1751,19.5,2.0,1.0,3.0,2.0,0.0,0.0,7.0,0.0,Manchester Utd
470,Harry Maguire,ENG,DF,31.0,27,19,1758,19.5,1.0,0.0,1.0,1.0,0.0,0.0,7.0,0.0,Manchester Utd
471,Kobbie Mainoo,ENG,MF,19.0,25,19,1651,18.3,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,Manchester Utd
472,Casemiro,BRA,MF,32.0,24,18,1494,16.6,1.0,0.0,1.0,1.0,0.0,0.0,5.0,0.0,Manchester Utd
473,Joshua Zirkzee,NED,"FW,MF",23.0,32,14,1402,15.6,3.0,1.0,4.0,3.0,0.0,0.0,2.0,0.0,Manchester Utd
474,Leny Yoro,FRA,DF,18.0,21,12,1165,12.9,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,Manchester Utd
475,Marcus Rashford,ENG,"FW,MF",26.0,15,12,978,10.9,4.0,1.0,5.0,4.0,0.0,0.0,2.0,0.0,Manchester Utd
476,Christian Eriksen,DEN,MF,32.0,23,11,1061,11.8,1.0,2.0,3.0,0.0,1.0,1.0,4.0,0.0,Manchester Utd
477,Patrick Dorgu,DEN,DF,19.0,12,10,842,9.4,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,Manchester Utd
478,Mason Mount,ENG,MF,25.0,17,8,622,6.9,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,Manchester Utd
479,Victor Lindelöf,SWE,DF,30.0,16,6,704,7.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Manchester Utd
480,Altay Bayındır,TUR,GK,26.0,4,4,360,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Manchester Utd
481,Luke Shaw,ENG,DF,29.0,7,4,349,3.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Manchester Utd
482,Harry Amass,ENG,DF,17.0,5,4,346,3.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Manchester Utd
483,Jonny Evans,NIR,DF,36.0,7,3,315,3.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Manchester Utd
484,Ayden Heaven,ENG,DF,17.0,4,2,170,1.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Manchester Utd
485,Tyler Fredricson,ENG,DF,19.0,2,2,165,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Manchester Utd
486,Tyrell Malacia,NED,DF,24.0,3,2,100,1.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Manchester Utd
487,Chidozie Obi-Martin,DEN,FW,16.0,7,1,165,1.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Manchester Utd
488,Toby Collyer,ENG,MF,20.0,6,0,179,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Manchester Utd
489,Antony,BRA,"DF,MF",24.0,8,0,141,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Manchester Utd
490,Scott McTominay,SCO,MF,27.0,2,0,19,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Manchester Utd
491,Jayce Fitzgerald,ENG,MF,17.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Manchester Utd
492,Jack Fletcher,ENG,MF,17.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Manchester Utd
493,Hubert Graczyk,POL,GK,21.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Manchester Utd
494,Elyh Harrison,ENG,GK,18.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Manchester Utd
495,Tom Heaton,ENG,GK,38.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Manchester Utd
496,Sekou Koné,MLI,MF,18.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Manchester Utd
497,Godwill Kukonki,ENG,DF,16.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Manchester Utd
498,Dermot Mee,NIR,GK,21.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Manchester Utd
499,Jack Moorhouse,ENG,MF,18.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Manchester Utd
500,Ethan Wheatley,ENG,FW,18.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Manchester Utd
501,Bruno Guimarães,BRA,MF,26.0,38,38,3271,36.3,5.0,6.0,11.0,5.0,0.0,0.0,7.0,0.0,Newcastle Utd
502,Dan Burn,ENG,DF,32.0,37,37,3330,37.0,1.0,1.0,2.0,1.0,0.0,0.0,11.0,0.0,Newcastle Utd
503,Alexander Isak,SWE,FW,24.0,34,34,2756,30.6,23.0,6.0,29.0,19.0,4.0,4.0,1.0,0.0,Newcastle Utd
504,Fabian Schär,SUI,DF,32.0,34,33,2934,32.6,4.0,0.0,4.0,4.0,0.0,0.0,9.0,1.0,Newcastle Utd
505,Valentino Livramento,ENG,DF,21.0,37,32,2840,31.6,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,Newcastle Utd
506,Jacob Murphy,ENG,FW,29.0,35,31,2360,26.2,8.0,12.0,20.0,8.0,0.0,0.0,4.0,0.0,Newcastle Utd
507,Joelinton,BRA,"MF,FW",27.0,29,29,2393,26.6,4.0,3.0,7.0,4.0,0.0,0.0,10.0,0.0,Newcastle Utd
508,Sandro Tonali,ITA,MF,24.0,36,28,2630,29.2,4.0,2.0,6.0,4.0,0.0,0.0,5.0,0.0,Newcastle Utd
509,Nick Pope,ENG,GK,32.0,28,28,2520,28.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,Newcastle Utd
510,Anthony Gordon,ENG,"FW,MF",23.0,34,28,2434,27.0,6.0,5.0,11.0,5.0,1.0,2.0,2.0,0.0,Newcastle Utd
511,Lewis Hall,ENG,DF,19.0,27,24,2189,24.3,0.0,4.0,4.0,0.0,0.0,0.0,3.0,0.0,Newcastle Utd
512,Harvey Barnes,ENG,FW,26.0,33,17,1755,19.5,9.0,4.0,13.0,9.0,0.0,0.0,0.0,0.0,Newcastle Utd
513,Kieran Trippier,ENG,DF,33.0,25,14,1309,14.5,0.0,3.0,3.0,0.0,0.0,0.0,1.0,0.0,Newcastle Utd
514,Joe Willock,ENG,"MF,FW",24.0,32,11,1086,12.1,0.0,2.0,2.0,0.0,0.0,0.0,4.0,0.0,Newcastle Utd
515,Martin Dúbravka,SVK,GK,35.0,10,10,900,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Newcastle Utd
516,Sean Longstaff,ENG,MF,26.0,25,8,798,8.9,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,Newcastle Utd
517,Sven Botman,NED,DF,24.0,8,6,412,4.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Newcastle Utd
518,Lloyd Kelly,ENG,DF,25.0,10,4,303,3.4,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,Newcastle Utd
519,Callum Wilson,ENG,FW,32.0,18,2,370,4.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Newcastle Utd
520,Emil Krafth,SWE,DF,29.0,12,2,342,3.8,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,Newcastle Utd
521,Lewis Miley,ENG,MF,18.0,14,1,313,3.5,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,Newcastle Utd
522,Miguel Almirón,PAR,FW,30.0,9,1,157,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Newcastle Utd
523,William Osula,DEN,FW,20.0,14,0,134,1.5,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,Newcastle Utd
524,Matt Targett,ENG,DF,28.0,2,0,21,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Newcastle Utd
525,Jamaal Lascelles,ENG,DF,30.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Newcastle Utd
526,Alex Murphy,IRL,DF,20.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Newcastle Utd
527,Sean Neave,ENG,FW,17.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Newcastle Utd
528,John Ruddy,ENG,GK,37.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Newcastle Utd
529,Leo Shahar,ENG,DF,17.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Newcastle Utd
530,Odysseas Vlachodimos,GRE,GK,30.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Newcastle Utd
531,Matz Sels,BEL,GK,32.0,38,38,3420,38.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,Nott'ham Forest
532,Nikola Milenković,SRB,DF,26.0,37,37,3330,37.0,5.0,2.0,7.0,5.0,0.0,0.0,4.0,0.0,Nott'ham Forest
533,Murillo,BRA,DF,22.0,36,36,3188,35.4,2.0,0.0,2.0,2.0,0.0,0.0,6.0,0.0,Nott'ham Forest
534,Ola Aina,NGA,DF,27.0,35,35,2995,33.3,2.0,1.0,3.0,2.0,0.0,0.0,5.0,0.0,Nott'ham Forest
535,Chris Wood,NZL,FW,32.0,36,35,2959,32.9,20.0,3.0,23.0,17.0,3.0,3.0,1.0,0.0,Nott'ham Forest
536,Morgan Gibbs-White,ENG,MF,24.0,34,34,2803,31.1,7.0,8.0,15.0,7.0,0.0,0.0,11.0,1.0,Nott'ham Forest
537,Elliot Anderson,ENG,MF,21.0,37,33,2728,30.3,2.0,6.0,8.0,2.0,0.0,0.0,10.0,0.0,Nott'ham Forest
538,Anthony Elanga,SWE,"FW,MF",22.0,38,31,2501,27.8,6.0,11.0,17.0,6.0,0.0,0.0,1.0,0.0,Nott'ham Forest
539,Neco Williams,WAL,DF,23.0,35,28,2594,28.8,1.0,3.0,4.0,1.0,0.0,0.0,7.0,0.0,Nott'ham Forest
540,Callum Hudson-Odoi,ENG,"FW,MF",23.0,31,25,2194,24.4,5.0,2.0,7.0,5.0,0.0,0.0,2.0,0.0,Nott'ham Forest
541,Nicolás Domínguez,ARG,"MF,FW",26.0,34,23,1963,21.8,0.0,1.0,1.0,0.0,0.0,0.0,9.0,0.0,Nott'ham Forest
542,Ryan Yates,ENG,MF,26.0,35,18,1915,21.3,2.0,1.0,3.0,2.0,0.0,0.0,10.0,0.0,Nott'ham Forest
543,Álex Moreno,ESP,"DF,MF",31.0,15,11,955,10.6,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,Nott'ham Forest
544,Ibrahim Sangaré,CIV,MF,26.0,13,7,590,6.6,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,Nott'ham Forest
545,Morato,BRA,DF,23.0,26,6,907,10.1,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,Nott'ham Forest
546,Jota Silva,POR,"FW,MF",24.0,31,5,854,9.5,3.0,1.0,4.0,3.0,0.0,0.0,5.0,0.0,Nott'ham Forest
547,James Ward-Prowse,ENG,MF,29.0,9,5,400,4.4,0.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,Nott'ham Forest
548,Danilo,BRA,"MF,FW",23.0,8,5,275,3.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Nott'ham Forest
549,Taiwo Awoniyi,NGA,FW,26.0,26,3,416,4.6,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,Nott'ham Forest
550,Ramón Sosa,PAR,"FW,MF",24.0,19,1,295,3.3,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,Nott'ham Forest
551,Willy Boly,CIV,DF,33.0,6,1,150,1.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Nott'ham Forest
552,Harry Toffolo,ENG,DF,28.0,4,1,137,1.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Nott'ham Forest
553,Eric da Silva Moreira,GER,"MF,DF",18.0,2,0,30,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Nott'ham Forest
554,Zach Abbott,ENG,DF,18.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Nott'ham Forest
555,Wayne Hennessey,WAL,GK,37.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Nott'ham Forest
556,Carlos Miguel,BRA,GK,25.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Nott'ham Forest
557,Andrew Omobamidele,IRL,DF,22.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Nott'ham Forest
558,Mateus Fernandes,POR,MF,20.0,36,34,2909,32.3,2.0,4.0,6.0,2.0,0.0,0.0,8.0,0.0,Southampton
559,Kyle Walker-Peters,ENG,DF,27.0,33,33,2918,32.4,0.0,2.0,2.0,0.0,0.0,0.0,5.0,0.0,Southampton
560,Taylor Harwood-Bellis,ENG,DF,22.0,34,32,2825,31.4,1.0,0.0,1.0,1.0,0.0,0.0,9.0,0.0,Southampton
561,Aaron Ramsdale,ENG,GK,26.0,30,30,2700,30.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,Southampton
562,Jan Bednarek,POL,DF,28.0,30,30,2531,28.1,2.0,0.0,2.0,2.0,0.0,0.0,7.0,0.0,Southampton
563,Flynn Downes,ENG,MF,25.0,27,25,2151,23.9,1.0,0.0,1.0,1.0,0.0,0.0,12.0,0.0,Southampton
564,Joe Aribo,NGA,"MF,DF",28.0,32,21,2013,22.4,3.0,0.0,3.0,3.0,0.0,0.0,1.0,0.0,Southampton
565,Tyler Dibling,ENG,"FW,MF",18.0,33,20,1874,20.8,2.0,0.0,2.0,2.0,0.0,0.0,6.0,0.0,Southampton
566,Lesley Ugochukwu,FRA,MF,20.0,26,18,1655,18.4,1.0,1.0,2.0,1.0,0.0,0.0,7.0,0.0,Southampton
567,Ryan Manning,IRL,"DF,MF",28.0,24,18,1462,16.2,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,Southampton
568,Kamaldeen Sulemana,GHA,"FW,MF",22.0,26,17,1402,15.6,1.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,Southampton
569,Jack Stephens,ENG,DF,30.0,19,17,1389,15.4,1.0,0.0,1.0,1.0,0.0,0.0,2.0,2.0,Southampton
570,Yukinari Sugawara,JPN,"DF,MF",24.0,30,16,1557,17.3,1.0,1.0,2.0,1.0,0.0,0.0,4.0,0.0,Southampton
571,Adam Armstrong,ENG,"FW,MF",27.0,20,15,1248,13.9,2.0,2.0,4.0,2.0,0.0,1.0,4.0,0.0,Southampton
572,Cameron Archer,ENG,FW,23.0,35,13,1441,16.0,2.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,Southampton
573,James Bree,ENG,DF,26.0,17,13,1075,11.9,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Southampton
574,Paul Onuachu,NGA,FW,30.0,25,11,1050,11.7,4.0,1.0,5.0,4.0,0.0,0.0,4.0,0.0,Southampton
575,Nathan Wood-Gordon,ENG,DF,22.0,11,9,773,8.6,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,Southampton
576,William Smallbone,IRL,MF,24.0,18,6,690,7.7,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,Southampton
577,Welington,BRA,DF,23.0,10,6,482,5.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Southampton
578,Alex McCarthy,ENG,GK,34.0,5,5,450,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Southampton
579,Adam Lallana,ENG,MF,36.0,14,5,361,4.0,0.0,2.0,2.0,0.0,0.0,0.0,4.0,0.0,Southampton
580,Ben Brereton,CHI,FW,25.0,10,4,449,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Southampton
581,Ross Stewart,SCO,FW,28.0,12,4,389,4.3,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,Southampton
582,Ryan Fraser,SCO,"FW,DF",30.0,8,4,306,3.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Southampton
583,Charlie Taylor,ENG,DF,30.0,8,3,356,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Southampton
584,Joe Lumley,ENG,GK,29.0,3,3,270,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Southampton
585,Armel Bella Kotchap,GER,DF,22.0,4,2,331,3.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Southampton
586,Albert Grønbaek,DEN,"FW,MF",23.0,4,2,143,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Southampton
587,Jay Robinson,ENG,"MF,FW",17.0,4,1,137,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Southampton
588,Maxwel Cornet,CIV,FW,27.0,2,1,72,0.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Southampton
589,Samuel Edozie,ENG,"DF,FW",21.0,2,0,65,0.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Southampton
590,Samuel Amo-Ameyaw,ENG,"FW,DF",18.0,2,0,28,0.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Southampton
591,Joachim Kayi Sanda,FRA,DF,17.0,2,0,14,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Southampton
592,Ronnie Edwards,ENG,DF,21.0,1,0,12,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Southampton
593,Carlos Alcaraz,ARG,MF,21.0,1,0,10,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Southampton
594,Jayden Moore,Inconnu,DF,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Southampton
595,Joe O'Brien-Whitmarsh,IRL,MF,19.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Southampton
596,Pedro Porro,ESP,DF,24.0,33,28,2610,29.0,2.0,6.0,8.0,2.0,0.0,0.0,5.0,0.0,Tottenham
597,Dejan Kulusevski,SWE,"MF,FW",24.0,32,27,2389,26.5,7.0,4.0,11.0,7.0,0.0,0.0,3.0,0.0,Tottenham
598,Dominic Solanke,ENG,FW,26.0,27,25,2201,24.5,9.0,3.0,12.0,8.0,1.0,1.0,0.0,0.0,Tottenham
599,Brennan Johnson,WAL,FW,23.0,33,24,2177,24.2,11.0,3.0,14.0,11.0,0.0,0.0,5.0,0.0,Tottenham
600,Guglielmo Vicario,ITA,GK,27.0,24,24,2160,24.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Tottenham
601,Son Heung-min,KOR,FW,32.0,30,24,2110,23.4,7.0,9.0,16.0,6.0,1.0,2.0,1.0,0.0,Tottenham
602,Destiny Udogie,ITA,DF,21.0,25,24,1924,21.4,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,Tottenham
603,Pape Matar Sarr,SEN,MF,21.0,36,22,1913,21.3,3.0,2.0,5.0,3.0,0.0,0.0,6.0,0.0,Tottenham
604,James Maddison,ENG,MF,27.0,31,21,1809,20.1,9.0,7.0,16.0,9.0,0.0,0.0,6.0,0.0,Tottenham
605,Rodrigo Bentancur,URU,MF,27.0,26,21,1645,18.3,2.0,0.0,2.0,2.0,0.0,0.0,9.0,0.0,Tottenham
606,Djed Spence,ENG,DF,23.0,25,19,1792,19.9,1.0,2.0,3.0,1.0,0.0,0.0,4.0,1.0,Tottenham
607,Archie Gray,ENG,"DF,MF",18.0,28,19,1751,19.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Tottenham
608,Cristian Romero,ARG,DF,26.0,18,18,1416,15.7,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,Tottenham
609,Yves Bissouma,MLI,MF,27.0,28,16,1408,15.6,2.0,0.0,2.0,2.0,0.0,0.0,7.0,0.0,Tottenham
610,Ben Davies,WAL,DF,31.0,17,14,1331,14.8,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,Tottenham
611,Radu Drăgușin,ROU,DF,22.0,16,14,1252,13.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Tottenham
612,Micky van de Ven,NED,DF,23.0,13,12,1015,11.3,0.0,2.0,2.0,0.0,0.0,0.0,4.0,0.0,Tottenham
613,Lucas Bergvall,SWE,MF,18.0,27,11,1212,13.5,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,Tottenham
614,Mathys Tel,FRA,FW,19.0,13,11,911,10.1,2.0,1.0,3.0,1.0,1.0,1.0,2.0,0.0,Tottenham
615,Wilson Odobert,FRA,"FW,MF",19.0,16,9,850,9.4,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,Tottenham
616,Kevin Danso,AUT,DF,25.0,10,9,842,9.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Tottenham
617,Fraser Forster,ENG,GK,36.0,7,7,630,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Tottenham
618,Antonín Kinský,CZE,GK,21.0,6,6,540,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Tottenham
619,Timo Werner,GER,"FW,MF",28.0,18,4,516,5.7,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,Tottenham
620,Richarlison,BRA,FW,27.0,15,4,504,5.6,4.0,1.0,5.0,4.0,0.0,0.0,2.0,0.0,Tottenham
621,Mikey Moore,ENG,FW,16.0,10,3,366,4.1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Tottenham
622,Sergio Reguilón,ESP,DF,27.0,4,1,196,2.2,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,Tottenham
623,Brandon Austin,ENG,GK,25.0,1,1,90,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Tottenham
624,Dane Scarlett,ENG,"FW,MF",20.0,3,0,34,0.4,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Tottenham
625,Alfie Dorrington,ENG,DF,19.0,1,0,14,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Tottenham
626,Will Lankshear,ENG,"FW,MF",19.0,3,0,11,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Tottenham
627,Oyindamola Ajayi,ENG,MF,18.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Tottenham
628,Dante Cassanova,JAM,DF,20.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Tottenham
629,Alfie Devine,ENG,MF,19.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Tottenham
